parent_sku,child_sku,color_tempartore,Wattage_Options
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-15W-3500K-277V-W60,3500K,"15 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-15W-4000K-120V-N28,4000K,"15 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-15W-4000K-120V-M36,4000K,"15 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-15W-4000K-120V-W60,4000K,"15 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-15W-4000K-277V-N28,4000K,"15 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-15W-4000K-277V-M36,4000K,"15 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-15W-4000K-277V-W60,4000K,"15 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3000K-120V-N28,3000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3000K-120V-M36,3000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3000K-120V-W60,3000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3000K-277V-N28,3000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3000K-277V-M36,3000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3000K-277V-W60,3000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3500K-120V-N28,3500K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3500K-120V-M36,3500K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3500K-120V-W60,3500K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3500K-277V-N28,3500K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3500K-277V-M36,3500K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-3500K-277V-W60,3500K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-4000K-120V-N28,4000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-4000K-120V-M36,4000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-4000K-120V-W60,4000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-4000K-277V-N28,4000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-4000K-277V-M36,4000K,"20 Watts"
LT-LEDMCL-4LN-Trimless,LT-LEDMCL-4LN-Trimless-20W-4000K-277V-W60,4000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3000K-120V-N28,3000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3000K-120V-M28,3000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3000K-120V-W60,3000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3000K-277V-N28,3000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3000K-277V-M28,3000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3000K-277V-W60,3000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3500K-120V-N28,3500K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3500K-120V-M28,3500K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3500K-120V-W60,3500K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3500K-277V-N28,3500K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3500K-277V-M28,3500K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-3500K-277V-W60,3500K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-4000K-120V-N28,4000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-4000K-120V-M28,4000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-4000K-120V-W60,4000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-4000K-277V-N28,4000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-4000K-277V-M28,4000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-15W-4000K-277V-W60,4000K,"15 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3000K-120V-N28,3000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3000K-120V-M28,3000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3000K-120V-W60,3000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3000K-277V-N28,3000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3000K-277V-M28,3000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3000K-277V-W60,3000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3500K-120V-N28,3500K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3500K-120V-M28,3500K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3500K-120V-W60,3500K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3500K-277V-N28,3500K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3500K-277V-M28,3500K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-3500K-277V-W60,3500K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-4000K-120V-N28,4000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-4000K-120V-M28,4000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-4000K-120V-W60,4000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-4000K-277V-N28,4000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-4000K-277V-M28,4000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-20W-4000K-277V-W60,4000K,"20 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3000K-120V-N28,3000K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3000K-120V-M28,3000K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3000K-120V-W60,3000K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3000K-277V-N28,3000K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3000K-277V-M28,3000K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3000K-277V-W60,3000K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3500K-120V-N28,3500K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3500K-120V-M28,3500K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3500K-120V-W60,3500K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3500K-277V-N28,3500K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3500K-277V-M28,3500K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-3500K-277V-W60,3500K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-4000K-120V-N28,4000K,"30 Watts"
LT-LEDMCL-1LM,LT-LEDMCL-1LM-30W-4000K-120V-M28,4000K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3000K-120V-N28,3000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3000K-120V-M36,3000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3000K-120V-W60,3000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3000K-277V-N28,3000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3000K-277V-M36,3000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3000K-277V-W60,3000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3500K-120V-N28,3500K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3500K-120V-M36,3500K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3500K-120V-W60,3500K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3500K-277V-N28,3500K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3500K-277V-M36,3500K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-3500K-277V-W60,3500K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-4000K-120V-N28,4000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-4000K-120V-M36,4000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-4000K-120V-W60,4000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-4000K-277V-N28,4000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-4000K-277V-M36,4000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-15W-4000K-277V-W60,4000K,"15 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3000K-120V-N28,3000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3000K-120V-M36,3000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3000K-120V-W60,3000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3000K-277V-N28,3000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3000K-277V-M36,3000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3000K-277V-W60,3000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3500K-120V-N28,3500K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3500K-120V-M36,3500K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3500K-120V-W60,3500K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3500K-277V-N28,3500K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3500K-277V-M36,3500K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-3500K-277V-W60,3500K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-4000K-120V-N28,4000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-4000K-120V-M36,4000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-4000K-120V-W60,4000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-4000K-277V-N28,4000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-4000K-277V-M36,4000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-20W-4000K-277V-W60,4000K,"20 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3000K-120V-N28,3000K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3000K-120V-M36,3000K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3000K-120V-W60,3000K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3000K-277V-N28,3000K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3000K-277V-M36,3000K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3000K-277V-W60,3000K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3500K-120V-N28,3500K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3500K-120V-M36,3500K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3500K-120V-W60,3500K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3500K-277V-N28,3500K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3500K-277V-M36,3500K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-3500K-277V-W60,3500K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-4000K-120V-N28,4000K,"30 Watts"
LT-LEDMCL-2LM,LT-LEDMCL-2LM-30W-4000K-120V-M36,4000K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3000K-120V-N28,3000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3000K-120V-M36,3000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3000K-120V-W60,3000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3000K-277V-N28,3000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3000K-277V-M36,3000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3000K-277V-W60,3000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3500K-120V-N28,3500K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3500K-120V-M36,3500K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3500K-120V-W60,3500K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3500K-277V-N28,3500K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3500K-277V-M36,3500K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-3500K-277V-W60,3500K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-4000K-120V-N28,4000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-4000K-120V-M36,4000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-4000K-120V-W60,4000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-4000K-277V-N28,4000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-4000K-277V-M36,4000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-15W-4000K-277V-W60,4000K,"15 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3000K-120V-N28,3000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3000K-120V-M36,3000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3000K-120V-W60,3000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3000K-277V-N28,3000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3000K-277V-M36,3000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3000K-277V-W60,3000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3500K-120V-N28,3500K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3500K-120V-M36,3500K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3500K-120V-W60,3500K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3500K-277V-N28,3500K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3500K-277V-M36,3500K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-3500K-277V-W60,3500K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-4000K-120V-N28,4000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-4000K-120V-M36,4000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-4000K-120V-W60,4000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-4000K-277V-N28,4000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-4000K-277V-M36,4000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-20W-4000K-277V-W60,4000K,"20 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3000K-120V-N28,3000K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3000K-120V-M36,3000K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3000K-120V-W60,3000K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3000K-277V-N28,3000K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3000K-277V-M36,3000K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3000K-277V-W60,3000K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3500K-120V-N28,3500K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3500K-120V-M36,3500K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3500K-120V-W60,3500K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3500K-277V-N28,3500K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3500K-277V-M36,3500K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-3500K-277V-W60,3500K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-4000K-120V-N28,4000K,"30 Watts"
LT-LEDMCL-3LM,LT-LEDMCL-3LM-30W-4000K-120V-M36,4000K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3000K-120V-N28,3000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3000K-120V-M36,3000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3000K-120V-W60,3000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3000K-277V-N28,3000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3000K-277V-M36,3000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3000K-277V-W60,3000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3500K-120V-N28,3500K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3500K-120V-M36,3500K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3500K-120V-W60,3500K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3500K-277V-N28,3500K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3500K-277V-M36,3500K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-3500K-277V-W60,3500K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-4000K-120V-N28,4000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-4000K-120V-M36,4000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-4000K-120V-W60,4000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-4000K-277V-N28,4000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-4000K-277V-M36,4000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-15W-4000K-277V-W60,4000K,"15 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3000K-120V-N28,3000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3000K-120V-M36,3000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3000K-120V-W60,3000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3000K-277V-N28,3000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3000K-277V-M36,3000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3000K-277V-W60,3000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3500K-120V-N28,3500K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3500K-120V-M36,3500K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3500K-120V-W60,3500K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3500K-277V-N28,3500K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3500K-277V-M36,3500K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-3500K-277V-W60,3500K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-4000K-120V-N28,4000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-4000K-120V-M36,4000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-4000K-120V-W60,4000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-4000K-277V-N28,4000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-4000K-277V-M36,4000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-20W-4000K-277V-W60,4000K,"20 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3000K-120V-N28,3000K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3000K-120V-M36,3000K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3000K-120V-W60,3000K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3000K-277V-N28,3000K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3000K-277V-M36,3000K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3000K-277V-W60,3000K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3500K-120V-N28,3500K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3500K-120V-M36,3500K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3500K-120V-W60,3500K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3500K-277V-N28,3500K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3500K-277V-M36,3500K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-3500K-277V-W60,3500K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-4000K-120V-N28,4000K,"30 Watts"
LT-LEDMCL-4LM,LT-LEDMCL-4LM-30W-4000K-120V-M36,4000K,"30 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3000K-120V-N28,3000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3000K-120V-M36,3000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3000K-120V-W60,3000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3000K-277V-N28,3000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3000K-277V-M36,3000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3000K-277V-W60,3000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3500K-120V-N28,3500K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3500K-120V-M36,3500K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3500K-120V-W60,3500K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3500K-277V-N28,3500K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3500K-277V-M36,3500K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-3500K-277V-W60,3500K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-4000K-120V-N28,4000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-4000K-120V-M36,4000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-4000K-120V-W60,4000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-4000K-277V-N28,4000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-4000K-277V-M36,4000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-15W-4000K-277V-W60,4000K,"15 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3000K-120V-N28,3000K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3000K-120V-M36,3000K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3000K-120V-W60,3000K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3000K-277V-N28,3000K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3000K-277V-M36,3000K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3000K-277V-W60,3000K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3500K-120V-N28,3500K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3500K-120V-M36,3500K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3500K-120V-W60,3500K,"20 Watts"
LT-LEDMCL-1LM-Trimless,LT-LEDMCL-1LM-Trimless-20W-3500K-277V-N28,3500K,"20 Watts"
