parent_sku,child_sku,"Wattage Options","Color Temperature (CCT)"
RP-8126H,RP-8126H-30-40,"30 Watt",4000K
RP-8126H,RP-8126H-45-30,"45 Watt",3000K
RP-8126H,RP-8126H-45-35,"45 Watt",3500K
RP-8126H,RP-8126H-45-40,"45 Watt",4000K
RP-8125HIC,RP-8125HIC-23-30,"23 Watts",3000K
RP-8125HIC,RP-8125HIC-23-35,"23 Watts",3500K
RP-8125HIC,RP-8125HIC-23-40,"23 Watts",4000K
RP-8125HIC,RP-8125HIC-30-30,"30 Watts",3000K
RP-8125HIC,RP-8125HIC-30-35,"30 Watts",3500K
RP-8125HIC,RP-8125HIC-30-40,"30 Watts",4000K
RP-8125H,RP-8125H-23-30,"23 Watts",3000K
RP-8125H,RP-8125H-23-35,"23 Watts",3500K
RP-8125H,RP-8125H-23-40,"23 Watts",4000K
RP-8125H,RP-8125H-30-30,"30 Watts",3000K
RP-8125H,RP-8125H-30-35,"30 Watts",3500K
RP-8125H,RP-8125H-30-40,"30 Watts",4000K
RP-8125H,RP-8125H-45-30,"45 Watts",3000K
RP-8125H,RP-8125H-45-35,"45 Watts",3500K
RP-8125H,RP-8125H-45-40,"45 Watts",4000K
RP-8124H,RP-8124H-14-30,"14 Watts",3000K
RP-8124H,RP-8124H-14-35,"14 Watts",3500K
RP-8124H,RP-8124H-14-40,"14 Watts",4000K
RP-8124H,RP-8124H-23-30,"23 Watts",3000K
RP-8124H,RP-8124H-23-35,"23 Watts",3500K
RP-8124H,RP-8124H-23-40,"23 Watts",4000K
RP-8124H,RP-8124H-30-30,"30 Watts",3000K
RP-8124H,RP-8124H-30-35,"30 Watts",3500K
RP-8124H,RP-8124H-30-40,"30 Watts",4000K
RP-8124H,RP-8124H-45-30,"45 Watts",3000K
RP-8124H,RP-8124H-45-35,"45 Watts",3500K
RP-8124H,RP-8124H-45-40,"45 Watts",4000K
RP-8122HIC,RP-8122HIC-14-30,"14 Watts",3000K
RP-8122HIC,RP-8122HIC-14-35,"14 Watts",3500K
RP-8122HIC,RP-8122HIC-14-40,"14 Watts",4000K
RP-8122HIC,RP-8122HIC-23-30,"23 Watts",3000K
RP-8122HIC,RP-8122HIC-23-35,"23 Watts",3500K
RP-8122HIC,RP-8122HIC-23-40,"23 Watts",4000K
RP-8122HIC,RP-8122HIC-30-30,"30 Watts",3000K
RP-8122HIC,RP-8122HIC-30-35,"30 Watts",3500K
RP-8122HIC,RP-8122HIC-30-40,"30 Watts",4000K
RP-8122H,RP-8122H-14-30,"14 Watts",3000K
RP-8122H,RP-8122H-14-35,"14 Watts",3500K
RP-8122H,RP-8122H-14-40,"14 Watts",4000K
RP-8122H,RP-8122H-23-30,"23 Watts",3000K
RP-8122H,RP-8122H-23-35,"23 Watts",3500K
RP-8122H,RP-8122H-23-40,"23 Watts",4000K
RP-8122H,RP-8122H-30-30,"30 Watts",3000K
RP-8122H,RP-8122H-30-35,"30 Watts",3500K
RP-8122H,RP-8122H-30-40,"30 Watts",4000K
RP-8122H,RP-8122H-45-30,"45 Watts",3000K
RP-8122H,RP-8122H-45-35,"45 Watts",3500K
RP-8122H,RP-8122H-45-40,"45 Watts",4000K
RP-8121H,RP-8121H-14-30,"14 Watts",3000K
RP-8121H,RP-8121H-14-35,"14 Watts",3500K
RP-8121H,RP-8121H-14-40,"14 Watts",4000K
RP-8121H,RP-8121H-23-30,"23 Watts",3000K
RP-8121H,RP-8121H-23-35,"23 Watts",3500K
RP-8121H,RP-8121H-23-40,"23 Watts",4000K
RP-8120HIC,RP-8120HIC-14-30,"14 Watts",3000K
RP-8120HIC,RP-8120HIC-14-35,"14 Watts",3500K
RP-8120HIC,RP-8120HIC-14-40,"14 Watts",4000K
RP-8120HIC,RP-8120HIC-23-30,"23 Watts",3000K
RP-8120HIC,RP-8120HIC-23-35,"23 Watts",3500K
RP-8120HIC,RP-8120HIC-23-40,"23 Watts",4000K
RP-8120H,RP-8120H-14-30,"14 Watts",3000K
RP-8120H,RP-8120H-14-35,"14 Watts",3500K
RP-8120H,RP-8120H-14-40,"14 Watts",4000K
RP-8120H,RP-8120H-23-30,"23 Watts",3000K
RP-8120H,RP-8120H-23-35,"23 Watts",3500K
RP-8120H,RP-8120H-23-40,"23 Watts",4000K
RP-8081,RP-8081-15-30,"15 Watts",3000K
RP-8081,RP-8081-15-35,"15 Watts",3500K
RP-8081,RP-8081-15-40,"15 Watts",4000K
RP-8081,RP-8081-20-30,"20 Watts",3000K
RP-8081,RP-8081-20-35,"20 Watts",3500K
RP-8081,RP-8081-20-40,"20 Watts",4000K
RP-8081,RP-8081-30-30,"30 Watts",3000K
RP-8081,RP-8081-30-35,"30 Watts",3500K
RP-8081,RP-8081-30-40,"30 Watts",4000K
RP-8061,RP-8061-15-30,"15 Watts",3000K
RP-8061,RP-8061-15-35,"15 Watts",3500K
RP-8061,RP-8061-15-40,"15 Watts",4000K
RP-8061,RP-8061-20-30,"20 Watts",3000K
RP-8061,RP-8061-20-35,"20 Watts",3500K
RP-8061,RP-8061-20-40,"20 Watts",4000K
RP-8061,RP-8061-30-30,"30 Watts",3000K
RP-8061,RP-8061-30-35,"30 Watts",3500K
RP-8061,RP-8061-30-40,"30 Watts",4000K
RP-8041,RP-8041-15-30,"15 Watts",3000K
RP-8041,RP-8041-15-35,"15 Watts",3500K
RP-8041,RP-8041-15-40,"15 Watts",4000K
RP-8041,RP-8041-20-30,"20 Watts",3000K
RP-8041,RP-8041-20-35,"20 Watts",3500K
RP-8041,RP-8041-20-40,"20 Watts",4000K
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-30KWH,"24 Watts",3000K
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-35KWH,"24 Watts",3500K
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-40KWH,"24 Watts","4000K (default)"
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-50KWH,"24 Watts",5000K
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-35KWH,"48 Watts",3500K
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-40KWH,"48 Watts","4000K (default)"
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-50KWH,"48 Watts",5000K
MX-LSV4U,MX-LSV4U-20-40,"20 Watts",4000K
MX-LSV4U,MX-LSV4U-20-50,"20 Watts",5000K
MX-LSV4U,MX-LSV4U-30-40,"30 Watts",4000K
MX-LSV4U,MX-LSV4U-30-50,"30 Watts",5000K
MX-LSV4U,MX-LSV4U-50-40,"50 Watts",4000K
MX-LSV4U,MX-LSV4U-50-50,"50 Watts",5000K
FL-FI-CES,FL-FI-CES-D18W-40E,"18 Watts",4000K
FL-FI-CES,FL-FI-CES-D18W-50E,"18 Watts",5000K
FL-FI-CES,FL-FI-CES-D27W-40E,"27 Watts",4000K
FL-FI-CES,FL-FI-CES-D27W-50E,"27 Watts",5000K
FL-FI-CES,FL-FI-CES-D40W-40E,"40 Watts",4000K
FL-FI-CES,FL-FI-CES-D40W-50E,"40 Watts",5000K
FL-FI-CES,FL-FI-CES-D54W-40E,"54 Watts",4000K
FL-FI-CES,FL-FI-CES-D54W-50E,"54 Watts",5000K
FL-MHB02,FL-MHB02-67W-40K,"67 Watts",4000K
FL-MHB02,FL-MHB02-67W-50K,"67 Watts",5000K
FL-MHB02,FL-MHB02-97W-40K,"97 Watts",4000K
FL-MHB02,FL-MHB02-97W-50K,"97 Watts",5000K
FL-MHB02,FL-MHB02-100W-40K,"100 Watts",4000K
FL-MHB02,FL-MHB02-100W-50K,"100 Watts",5000K
FL-MHB02,FL-MHB02-140W-40K,"140 Watts",4000K
FL-MHB02,FL-MHB02-140W-50K,"140 Watts",5000K
FL-MHB02,FL-MHB02-180W-40K,"180 Watts",4000K
FL-MHB02,FL-MHB02-180W-50K,"180 Watts",5000K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-40W-35K,"40 Watts",3500K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-40W-40K,"40 Watts",4000K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-40W-50K,"40 Watts",5000K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-50W-35K,"50 Watts",3500K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-50W-40K,"50 Watts",4000K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-50W-50K,"50 Watts",5000K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-30W-35K,"30 Watts",3500K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-30W-40K,"30 Watts",4000K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-30W-50K,"30 Watts",5000K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-36W-35K,"36 Watts",3500K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-36W-40K,"36 Watts",4000K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-36W-50K,"36 Watts",5000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LQ20W2500LDMV-30KWH,"20 Watts",3000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LQ20W2500LDMV-35KWH,"20 Watts",3500K
TF-MAX3FR-24LQ,TF-MAX3FR-24LQ20W2500LDMV-40KWH,"20 Watts",4000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LQ20W2500LDMV-50KWH,"20 Watts",5000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LB41W5000LDMV-30KWH,"41 Watts",3000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LB41W5000LDMV-35KWH,"41 Watts",3500K
TF-MAX3FR-24LQ,TF-MAX3FR-24LB41W5000LDMV-40KWH,"41 Watts",4000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LB41W5000LDMV-50KWH,"41 Watts",5000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D148DMVWH-30KRD,"148 Watts",3000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D148DMVWH-35KRD,"148 Watts",3500K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D148DMVWH-40KRD,"148 Watts",4000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D148DMVWH-50KRD,"148 Watts",5000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D266DMVWH-30KRD,"266 Watts",3000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D266DMVWH-35KRD,"266 Watts",3500K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D266DMVWH-40KRD,"266 Watts",4000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D266DMVWH-50KRD,"266 Watts",5000K
RP-8126H,RP-8126H-23-30,"23 Watt",3000K
RP-8126H,RP-8126H-23-35,"23 Watt",3500K
RP-8126H,RP-8126H-23-40,"23 Watt",4000K
RP-8126H,RP-8126H-30-30,"30 Watt",3000K
RP-8126H,RP-8126H-30-35,"30 Watt",3500K
RP-8126H,RP-8126H-30-40,"30 Watt",4000K
RP-8126H,RP-8126H-45-30,"45 Watt",3000K
RP-8126H,RP-8126H-45-35,"45 Watt",3500K
RP-8126H,RP-8126H-45-40,"45 Watt",4000K
RP-8125HIC,RP-8125HIC-23-30,"23 Watts",3000K
RP-8125HIC,RP-8125HIC-23-35,"23 Watts",3500K
RP-8125HIC,RP-8125HIC-23-40,"23 Watts",4000K
RP-8125HIC,RP-8125HIC-30-30,"30 Watts",3000K
RP-8125HIC,RP-8125HIC-30-35,"30 Watts",3500K
RP-8125HIC,RP-8125HIC-30-40,"30 Watts",4000K
RP-8125H,RP-8125H-23-30,"23 Watts",3000K
RP-8125H,RP-8125H-23-35,"23 Watts",3500K
RP-8125H,RP-8125H-23-40,"23 Watts",4000K
RP-8125H,RP-8125H-30-30,"30 Watts",3000K
RP-8125H,RP-8125H-30-35,"30 Watts",3500K
RP-8125H,RP-8125H-30-40,"30 Watts",4000K
RP-8125H,RP-8125H-45-30,"45 Watts",3000K
RP-8125H,RP-8125H-45-35,"45 Watts",3500K
RP-8125H,RP-8125H-45-40,"45 Watts",4000K
RP-8124H,RP-8124H-14-30,"14 Watts",3000K
RP-8124H,RP-8124H-14-35,"14 Watts",3500K
RP-8124H,RP-8124H-14-40,"14 Watts",4000K
RP-8124H,RP-8124H-23-30,"23 Watts",3000K
RP-8124H,RP-8124H-23-35,"23 Watts",3500K
RP-8124H,RP-8124H-23-40,"23 Watts",4000K
RP-8124H,RP-8124H-30-30,"30 Watts",3000K
RP-8124H,RP-8124H-30-35,"30 Watts",3500K
RP-8124H,RP-8124H-30-40,"30 Watts",4000K
RP-8124H,RP-8124H-45-30,"45 Watts",3000K
RP-8124H,RP-8124H-45-35,"45 Watts",3500K
RP-8124H,RP-8124H-45-40,"45 Watts",4000K
RP-8122HIC,RP-8122HIC-14-30,"14 Watts",3000K
RP-8122HIC,RP-8122HIC-14-35,"14 Watts",3500K
RP-8122HIC,RP-8122HIC-14-40,"14 Watts",4000K
RP-8122HIC,RP-8122HIC-23-30,"23 Watts",3000K
RP-8122HIC,RP-8122HIC-23-35,"23 Watts",3500K
RP-8122HIC,RP-8122HIC-23-40,"23 Watts",4000K
RP-8122HIC,RP-8122HIC-30-30,"30 Watts",3000K
RP-8122HIC,RP-8122HIC-30-35,"30 Watts",3500K
RP-8122HIC,RP-8122HIC-30-40,"30 Watts",4000K
RP-8122H,RP-8122H-14-30,"14 Watts",3000K
RP-8122H,RP-8122H-14-35,"14 Watts",3500K
RP-8122H,RP-8122H-14-40,"14 Watts",4000K
RP-8122H,RP-8122H-23-30,"23 Watts",3000K
RP-8122H,RP-8122H-23-35,"23 Watts",3500K
RP-8122H,RP-8122H-23-40,"23 Watts",4000K
RP-8122H,RP-8122H-30-30,"30 Watts",3000K
RP-8122H,RP-8122H-30-35,"30 Watts",3500K
RP-8122H,RP-8122H-30-40,"30 Watts",4000K
RP-8122H,RP-8122H-45-30,"45 Watts",3000K
RP-8122H,RP-8122H-45-35,"45 Watts",3500K
RP-8122H,RP-8122H-45-40,"45 Watts",4000K
RP-8121H,RP-8121H-14-30,"14 Watts",3000K
RP-8121H,RP-8121H-14-35,"14 Watts",3500K
RP-8121H,RP-8121H-14-40,"14 Watts",4000K
RP-8121H,RP-8121H-23-30,"23 Watts",3000K
RP-8121H,RP-8121H-23-35,"23 Watts",3500K
RP-8121H,RP-8121H-23-40,"23 Watts",4000K
RP-8120HIC,RP-8120HIC-14-30,"14 Watts",3000K
RP-8120HIC,RP-8120HIC-14-35,"14 Watts",3500K
RP-8120HIC,RP-8120HIC-14-40,"14 Watts",4000K
RP-8120HIC,RP-8120HIC-23-30,"23 Watts",3000K
RP-8120HIC,RP-8120HIC-23-35,"23 Watts",3500K
RP-8120HIC,RP-8120HIC-23-40,"23 Watts",4000K
RP-8120H,RP-8120H-14-30,"14 Watts",3000K
RP-8120H,RP-8120H-14-35,"14 Watts",3500K
RP-8120H,RP-8120H-14-40,"14 Watts",4000K
RP-8120H,RP-8120H-23-30,"23 Watts",3000K
RP-8120H,RP-8120H-23-35,"23 Watts",3500K
RP-8120H,RP-8120H-23-40,"23 Watts",4000K
RP-8081,RP-8081-15-30,"15 Watts",3000K
RP-8081,RP-8081-15-35,"15 Watts",3500K
RP-8081,RP-8081-15-40,"15 Watts",4000K
RP-8081,RP-8081-20-30,"20 Watts",3000K
RP-8081,RP-8081-20-35,"20 Watts",3500K
RP-8081,RP-8081-20-40,"20 Watts",4000K
RP-8081,RP-8081-30-30,"30 Watts",3000K
RP-8081,RP-8081-30-35,"30 Watts",3500K
RP-8081,RP-8081-30-40,"30 Watts",4000K
RP-8061,RP-8061-15-30,"15 Watts",3000K
RP-8061,RP-8061-15-35,"15 Watts",3500K
RP-8061,RP-8061-15-40,"15 Watts",4000K
RP-8061,RP-8061-20-30,"20 Watts",3000K
RP-8061,RP-8061-20-35,"20 Watts",3500K
RP-8061,RP-8061-20-40,"20 Watts",4000K
RP-8061,RP-8061-30-30,"30 Watts",3000K
RP-8061,RP-8061-30-35,"30 Watts",3500K
RP-8061,RP-8061-30-40,"30 Watts",4000K
RP-8041,RP-8041-15-30,"15 Watts",3000K
RP-8041,RP-8041-15-35,"15 Watts",3500K
RP-8041,RP-8041-15-40,"15 Watts",4000K
RP-8041,RP-8041-20-30,"20 Watts",3000K
RP-8041,RP-8041-20-35,"20 Watts",3500K
RP-8041,RP-8041-20-40,"20 Watts",4000K
TF-44PSF48LR,TF-44PSF48LR24W2400LDMV-30KWH-HC3015WWH,"24 Watts",3000K
TF-44PSF48LR,TF-44PSF48LR24W2400LDMV-35KWH-HC3015WWH,"24 Watts",3500K
TF-44PSF48LR,TF-44PSF48LR24W2400LDMV-40KWH-HC3015WWH,"24 Watts",4000K
TF-44PSF48LR,TF-44PSF48LR24W2400LDMV-50KWH-HC3015WWH,"24 Watts",5000K
TF-44PSF48LR,TF-44PSF48LR48W4800LDMV-30KWH-HC3015WWH,"48 Watts",3000K
TF-44PSF48LR,TF-44PSF48LR48W4800LDMV-35KWH-HC3015WWH,"48 Watts",3500K
TF-44PSF48LR,TF-44PSF48LR48W4800LDMV-40KWH-HC3015WWH,"48 Watts",4000K
TF-44PSF48LR,TF-44PSF48LR48W4800LDMV-50KWH-HC3015WWH,"48 Watts",5000K
TF-44PSF96LR,TF-44PSF96LR48W4800LDMV-30KWH-HC3015WWH,"48 Watts",3000K
TF-44PSF96LR,TF-44PSF96LR48W4800LDMV-35KWH-HC3015WWH,"48 Watts",3500K
TF-44PSF96LR,TF-44PSF96LR48W4800LDMV-40KWH-HC3015WWH,"48 Watts",4000K
TF-44PSF96LR,TF-44PSF96LR48W4800LDMV-50KWH-HC3015WWH,"48 Watts",5000K
TF-44PSF96LR,TF-44PSF96LR96W9600LDMV-30KWH-HC3015WWH,"96 Watts",3000K
TF-44PSF96LR,TF-44PSF96LR96W9600LDMV-35KWH-HC3015WWH,"96 Watts",3500K
TF-44PSF96LR,TF-44PSF96LR96W9600LDMV-40KWH-HC3015WWH,"96 Watts",4000K
TF-44PSF96LR,TF-44PSF96LR96W9600LDMV-50KWH-HC3015WWH,"96 Watts",5000K
T1-G2RHBLED/U,T1-G2RHBLED/U/100-40,"100 Watt",4000K
T1-G2RHBLED/U,T1-G2RHBLED/U/100-50,"100 Watt",5000K
T1-G2RHBLED/U,T1-G2RHBLED/U/150-40,"150 Watt",4000K
T1-G2RHBLED/U,T1-G2RHBLED/U/150-50,"150 Watt",5000K
T1-G2RHBLED/U,T1-G2RHBLED/U/200-40,"200 Watt",4000K
T1-G2RHBLED/U,T1-G2RHBLED/U/200-50,"200 Watt",5000K
T1-G2RHBLED/U,T1-G2RHBLED/U/250-40,"250 Watt",4000K
T1-G2RHBLED/U,T1-G2RHBLED/U/250-50,"250 Watt",5000K
OD-21967-MRNU,OD-21967-MRNU-30-11,"11 Watt",3000K
OD-21967-MRNU,OD-21967-MRNU-40-11,"11 Watt",4000K
OD-21967-MRNU,OD-21967-MRNU-11-50,"11 Watt",5000K
OD-21967-MRNU,OD-21967-MRNU-30-16,"16 Watt",3000K
OD-21967-MRNU,OD-21967-MRNU-40-16,"16 Watt",4000K
OD-21967-MRNU,OD-21967-MRNU-16-50,"16 Watt",5000K
OD-21967-MRNU,OD-21967-MRNU-30-19,"19 Watt",3000K
OD-21967-MRNU,OD-21967-MRNU-40-19,"19 Watt",4000K
OD-21967-MRNU,OD-21967-MRNU-50-19,"19 Watt",5000K
OD-21967-MRNU,OD-21967-MRNU-30-25,"25 Watt",3000K
OD-21967-MRNU,OD-21967-MRNU-40-25,"25 Watt",4000K
OD-21967-MRNU,OD-21967-MRNU-50-25,"25 Watt",5000K
